id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
102072,Private room in Hell's Kitchen,131263,Chen,Manhattan,Hell's Kitchen,40.79864,-73.99436,Private room,122.0,3,7,2019-04-15,0.19,1,0
102073,Private room in Chelsea,766593,Chen,Manhattan,Chelsea,40.78148,-73.96481,Private room,90.0,1,5,2019-05-15,0.27,2,73
102074,Entire home/apt in Ridgewood,840093,Priya,Queens,Ridgewood,40.77154,-73.82446,Entire home/apt,144.0,2,18,2019-02-15,0.56,2,214
102075,Private room in Harlem,298862,Alex,Manhattan,Harlem,40.77567,-73.99913,Private room,186.0,1,1,2019-02-15,0.26,1,330
102076,Private room in Chelsea,355296,Fatima,Manhattan,Chelsea,40.7987,-73.98877,Private room,101.0,3,19,2019-01-15,0.43,1,207
102077,Private room in Ridgewood,142384,John,Queens,Ridgewood,40.73158,-73.76043,Private room,59.0,2,8,2019-07-15,0.15,2,168
102078,Private room in Chelsea,969804,Chen,Manhattan,Chelsea,40.75084,-74.02518,Private room,101.0,1,9,2019-08-15,0.25,1,181
102079,Entire home/apt in Financial District,323736,Alex,Manhattan,Financial District,40.8049,-73.99653,Entire home/apt,287.0,1,3,2019-02-15,0.0,1,68
102080,Entire home/apt in East Village,623378,Maria,Manhattan,East Village,40.79002,-73.99276,Entire home/apt,290.0,5,3,2019-08-15,0.38,1,50
102081,Private room in Fordham,195029,Fatima,Bronx,Fordham,40.85683,-73.84478,Private room,51.0,1,1,2019-08-15,0.02,4,365
102082,Private room in Bedford-Stuyvesant,756308,John,Brooklyn,Bedford-Stuyvesant,40.69057,-73.94485,Private room,103.0,3,4,2019-07-15,0.2,5,0
102083,Entire home/apt in Riverdale,362287,David,Bronx,Riverdale,40.86921,-73.86948,Entire home/apt,87.0,7,2,2019-05-15,0.8,1,38
102084,Entire home/apt in Hell's Kitchen,873660,John,Manhattan,Hell's Kitchen,40.76036,-73.94848,Entire home/apt,208.0,7,6,2019-04-15,0.94,1,263
102085,Entire home/apt in Fordham,741859,John,Bronx,Fordham,40.84644,-73.90051,Entire home/apt,67.0,2,2,2019-05-15,0.0,3,0
102086,Entire home/apt in Astoria,287592,Sara,Queens,Astoria,40.74347,-73.77777,Entire home/apt,128.0,1,7,2019-08-15,0.69,2,180
102087,Entire home/apt in Bushwick,295185,David,Brooklyn,Bushwick,40.70267,-73.91861,Entire home/apt,158.0,3,6,2019-03-15,1.11,6,214
102088,Entire home/apt in Bedford-Stuyvesant,254836,Fatima,Brooklyn,Bedford-Stuyvesant,40.67292,-73.94113,Entire home/apt,139.0,1,12,2019-01-15,0.45,1,137
102089,Private room in Astoria,191924,Maria,Queens,Astoria,40.70657,-73.73308,Private room,32.0,1,12,2019-07-15,0.0,2,121
102090,Entire home/apt in Upper West Side,542298,John,Manhattan,Upper West Side,40.78924,-73.98514,Entire home/apt,162.0,5,13,2019-04-15,0.67,2,30
102091,Private room in Williamsburg,516556,Wei,Brooklyn,Williamsburg,40.67134,-73.93527,Private room,83.0,1,5,2019-04-15,0.62,7,182
102092,Entire home/apt in Harlem,35116,Priya,Manhattan,Harlem,40.79373,-73.99649,Entire home/apt,401.0,14,9,2019-02-15,0.0,4,141
102093,Private room in East Village,670999,Chen,Manhattan,East Village,40.77582,-73.9204,Private room,157.0,2,2,2019-05-15,0.0,4,173
102094,Private room in Park Slope,554456,Miguel,Brooklyn,Park Slope,40.68888,-73.9368,Private room,99.0,3,4,2019-05-15,0.01,1,190
102095,Entire home/apt in Midtown,957899,Fatima,Manhattan,Midtown,40.7696,-73.98997,Entire home/apt,118.0,1,9,2019-05-15,0.05,3,189
102096,Private room in Park Slope,567554,Wei,Brooklyn,Park Slope,40.66619,-73.9018,Private room,46.0,5,16,2019-04-15,0.88,4,176
102097,Entire home/apt in Bushwick,417730,Priya,Brooklyn,Bushwick,40.68295,-73.8966,Entire home/apt,92.0,3,11,2019-06-15,0.34,2,147
102098,Private room in Park Slope,578972,Priya,Brooklyn,Park Slope,40.66675,-73.88943,Private room,41.0,3,13,2019-08-15,0.91,1,86
102099,Private room in Park Slope,876613,Miguel,Brooklyn,Park Slope,40.67362,-73.90845,Private room,67.0,3,3,2019-02-15,0.41,2,18
102100,Entire home/apt in Crown Heights,391963,Chen,Brooklyn,Crown Heights,40.68435,-73.93657,Entire home/apt,193.0,1,7,2019-08-15,0.0,1,136
102101,Private room in Midtown,511778,Fatima,Manhattan,Midtown,40.7725,-73.9546,Private room,79.0,2,5,2019-08-15,0.22,3,0
102102,Entire home/apt in Harlem,285686,Maria,Manhattan,Harlem,40.78513,-73.98182,Entire home/apt,191.0,2,3,2019-08-15,0.0,3,288
102103,Entire home/apt in Hell's Kitchen,950281,Chen,Manhattan,Hell's Kitchen,40.73265,-73.98967,Entire home/apt,232.0,7,11,2019-05-15,1.03,1,258
102104,Entire home/apt in Bushwick,309745,Wei,Brooklyn,Bushwick,40.67703,-73.96277,Entire home/apt,118.0,1,8,2019-01-15,0.0,2,147
102105,Entire home/apt in Flushing,731558,Alex,Queens,Flushing,40.73466,-73.76907,Entire home/apt,134.0,7,3,2019-05-15,0.59,1,56
102106,Entire home/apt in Bedford-Stuyvesant,768265,Fatima,Brooklyn,Bedford-Stuyvesant,40.67768,-73.98221,Entire home/apt,133.0,4,9,2019-06-15,0.0,2,332
102107,Private room in Park Slope,893099,David,Brooklyn,Park Slope,40.69256,-73.88127,Private room,81.0,7,7,2019-05-15,0.42,4,111
102108,Entire home/apt in Bedford-Stuyvesant,539073,John,Brooklyn,Bedford-Stuyvesant,40.65605,-73.97956,Entire home/apt,133.0,2,8,2019-05-15,0.13,4,149
102109,Entire home/apt in Bedford-Stuyvesant,448641,Wei,Brooklyn,Bedford-Stuyvesant,40.65712,-74.00095,Entire home/apt,146.0,5,15,2019-02-15,0.77,3,138
102110,Entire home/apt in Greenpoint,944888,Priya,Brooklyn,Greenpoint,40.69885,-73.94509,Entire home/apt,164.0,7,4,2019-03-15,0.0,1,95
102111,Entire home/apt in Upper East Side,409181,Fatima,Manhattan,Upper East Side,40.78537,-73.94253,Entire home/apt,332.0,5,19,2019-05-15,0.89,3,365
102112,Entire home/apt in Flatbush,758282,David,Brooklyn,Flatbush,40.66921,-73.96109,Entire home/apt,117.0,3,5,2019-08-15,0.43,4,0
102113,Entire home/apt in Midtown,120969,Miguel,Manhattan,Midtown,40.77282,-73.94209,Entire home/apt,244.0,1,11,2019-07-15,1.08,4,342
102114,Private room in Flushing,988269,Miguel,Queens,Flushing,40.71472,-73.71115,Private room,53.0,1,5,2019-03-15,0.43,4,257
102115,Entire home/apt in Midtown,165971,Alex,Manhattan,Midtown,40.76451,-73.94702,Entire home/apt,417.0,2,14,2019-06-15,0.52,2,168
102116,Private room in Harlem,290092,Maria,Manhattan,Harlem,40.81666,-73.9932,Private room,84.0,4,3,2019-08-15,0.0,2,131
102117,Private room in Upper East Side,432643,Alex,Manhattan,Upper East Side,40.78071,-73.92405,Private room,107.0,3,0,,,3,0
102118,Entire home/apt in Park Slope,68651,Miguel,Brooklyn,Park Slope,40.66418,-73.92385,Entire home/apt,160.0,2,2,2019-08-15,0.0,1,0
102119,Entire home/apt in Flatbush,902369,Fatima,Brooklyn,Flatbush,40.67308,-73.95311,Entire home/apt,243.0,2,2,2019-03-15,0.06,1,244
102120,Entire home/apt in Chelsea,509554,Miguel,Manhattan,Chelsea,40.73612,-73.96127,Entire home/apt,327.0,1,12,2019-04-15,0.3,2,64
102121,Private room in Astoria,660734,Chen,Queens,Astoria,40.72764,-73.80668,Private room,39.0,3,8,2019-04-15,0.34,1,218
102122,Private room in East Village,761356,Chen,Manhattan,East Village,40.7954,-73.96713,Private room,104.0,5,12,2019-05-15,0.01,1,365
102123,Private room in Bushwick,906902,Sara,Brooklyn,Bushwick,40.70701,-73.96642,Private room,65.0,14,7,2019-02-15,0.16,4,143
102124,Private room in Financial District,663152,Maria,Manhattan,Financial District,40.76328,-74.05096,Private room,132.0,5,9,2019-02-15,0.0,1,300
102125,Entire home/apt in Williamsburg,973417,David,Brooklyn,Williamsburg,40.70656,-73.96924,Entire home/apt,167.0,5,24,2019-01-15,1.11,2,40
102126,Entire home/apt in Hell's Kitchen,503277,Sara,Manhattan,Hell's Kitchen,40.78502,-73.97146,Entire home/apt,154.0,4,7,2019-03-15,1.6,1,9
102127,Entire home/apt in Bedford-Stuyvesant,969880,Chen,Brooklyn,Bedford-Stuyvesant,40.65459,-73.91413,Entire home/apt,132.0,2,2,2019-03-15,0.0,1,156
102128,Private room in Fordham,974455,David,Bronx,Fordham,40.83737,-73.83588,Private room,60.0,1,12,2019-08-15,0.36,1,359
102129,Private room in Ridgewood,493797,Sara,Queens,Ridgewood,40.75696,-73.75586,Private room,52.0,1,10,2019-04-15,0.0,1,131
102130,Entire home/apt in Long Island City,890373,Chen,Queens,Long Island City,40.7407,-73.78556,Entire home/apt,81.0,1,10,2019-03-15,0.47,2,61
102131,Entire home/apt in Bedford-Stuyvesant,942370,Maria,Brooklyn,Bedford-Stuyvesant,40.64455,-73.88395,Entire home/apt,104.0,2,19,2019-02-15,1.87,1,175
102132,Private room in Williamsburg,638538,Priya,Brooklyn,Williamsburg,40.66949,-73.87881,Private room,41.0,1,21,2019-05-15,0.93,6,21
102133,Entire home/apt in Williamsburg,700438,David,Brooklyn,Williamsburg,40.67532,-73.93237,Entire home/apt,122.0,7,17,2019-05-15,1.19,1,46
102134,Entire home/apt in Crown Heights,689678,Maria,Brooklyn,Crown Heights,40.67839,-73.94041,Entire home/apt,94.0,30,4,2019-02-15,0.35,2,240
102135,Entire home/apt in East Village,876789,Chen,Manhattan,East Village,40.7725,-73.94542,Entire home/apt,161.0,30,10,2019-06-15,0.51,1,336
102136,Private room in Astoria,221299,Wei,Queens,Astoria,40.7504,-73.70887,Private room,39.0,14,15,2019-05-15,1.2,3,193
102137,Entire home/apt in Upper West Side,739959,David,Manhattan,Upper West Side,40.75032,-74.00532,Entire home/apt,331.0,1,12,2019-04-15,0.38,4,95
102138,Private room in Chelsea,467895,Sara,Manhattan,Chelsea,40.79935,-73.96453,Private room,136.0,2,1,2019-02-15,0.0,2,29
102139,Private room in Crown Heights,424895,Sara,Brooklyn,Crown Heights,40.69849,-73.92674,Private room,94.0,3,2,2019-06-15,0.0,1,131
102140,Entire home/apt in Flatbush,997293,Alex,Brooklyn,Flatbush,40.68235,-73.88294,Entire home/apt,90.0,1,6,2019-08-15,0.28,2,0
102141,Entire home/apt in Williamsburg,834650,Miguel,Brooklyn,Williamsburg,40.69126,-73.89123,Entire home/apt,147.0,4,19,2019-07-15,0.51,5,281
102142,Entire home/apt in Ridgewood,343601,Sara,Queens,Ridgewood,40.71379,-73.75437,Entire home/apt,73.0,3,1,2019-03-15,0.0,3,289
102143,Entire home/apt in Chelsea,894402,Wei,Manhattan,Chelsea,40.78205,-73.97078,Entire home/apt,144.0,4,2,2019-08-15,0.48,1,0
102144,Private room in Crown Heights,655184,David,Brooklyn,Crown Heights,40.70132,-73.9449,Private room,126.0,7,16,2019-07-15,0.62,1,0
102145,Private room in Harlem,696780,David,Manhattan,Harlem,40.77739,-73.94265,Private room,102.0,2,10,2019-01-15,0.51,2,136
102146,Entire home/apt in Bedford-Stuyvesant,640925,Miguel,Brooklyn,Bedford-Stuyvesant,40.66373,-73.93701,Entire home/apt,108.0,7,6,2019-01-15,0.19,2,258
102147,Private room in Financial District,579721,Chen,Manhattan,Financial District,40.77639,-73.97552,Private room,65.0,3,12,2019-06-15,0.0,2,0
102148,Private room in Harlem,883806,Maria,Manhattan,Harlem,40.80159,-74.05654,Private room,92.0,5,15,2019-05-15,0.99,2,0
102149,Entire home/apt in Bushwick,902641,Alex,Brooklyn,Bushwick,40.68407,-73.93306,Entire home/apt,189.0,2,2,2019-01-15,0.19,3,329
102150,Private room in Crown Heights,80609,Fatima,Brooklyn,Crown Heights,40.685,-73.91285,Private room,73.0,7,1,2019-01-15,0.0,2,163
102151,Private room in Bedford-Stuyvesant,825485,David,Brooklyn,Bedford-Stuyvesant,40.70539,-73.92517,Private room,76.0,7,7,2019-01-15,0.31,1,189
102152,Private room in Park Slope,735869,Sara,Brooklyn,Park Slope,40.6731,-73.96298,Private room,70.0,2,10,2019-01-15,0.54,2,171
102153,Entire home/apt in Financial District,218562,Chen,Manhattan,Financial District,40.76823,-73.93328,Entire home/apt,176.0,3,23,2019-04-15,0.7,3,182
102154,Private room in Upper East Side,940128,Sara,Manhattan,Upper East Side,40.77947,-73.98446,Private room,116.0,3,10,2019-05-15,0.25,1,248
102155,Private room in Financial District,549526,Chen,Manhattan,Financial District,40.79994,-73.99675,Private room,92.0,2,2,2019-08-15,0.13,3,88
102156,Private room in Upper East Side,993432,David,Manhattan,Upper East Side,40.77289,-74.0028,Private room,137.0,30,4,2019-01-15,0.8,3,42
102157,Private room in Hell's Kitchen,330127,Chen,Manhattan,Hell's Kitchen,40.76281,-73.94376,Private room,119.0,14,3,2019-01-15,0.36,2,264
102158,Entire home/apt in Hell's Kitchen,979711,John,Manhattan,Hell's Kitchen,40.76747,-73.97796,Entire home/apt,292.0,14,3,2019-06-15,0.23,2,0
102159,Shared room in Bedford-Stuyvesant,95391,Fatima,Brooklyn,Bedford-Stuyvesant,40.69724,-73.94261,Shared room,58.0,1,6,2019-07-15,0.0,1,297
102160,Private room in Greenpoint,985503,John,Brooklyn,Greenpoint,40.69946,-73.94256,Private room,170.0,2,8,2019-05-15,0.51,2,77
102161,Private room in Bushwick,192975,Miguel,Brooklyn,Bushwick,40.67714,-73.93859,Private room,75.0,30,8,2019-02-15,0.72,1,125
102162,Private room in Park Slope,574915,Chen,Brooklyn,Park Slope,40.68393,-73.96504,Private room,73.0,2,11,2019-04-15,1.1,1,245
102163,Entire home/apt in Midtown,674857,Miguel,Manhattan,Midtown,40.75585,-73.97372,Entire home/apt,215.0,1,5,2019-04-15,0.59,2,43
102164,Private room in Long Island City,205407,Fatima,Queens,Long Island City,40.71736,-73.79035,Private room,50.0,3,8,2019-03-15,0.29,3,48
102165,Entire home/apt in Long Island City,208959,Priya,Queens,Long Island City,40.7444,-73.78787,Entire home/apt,72.0,5,10,2019-06-15,1.54,1,218
102166,Private room in Flatbush,853070,Fatima,Brooklyn,Flatbush,40.70746,-73.9588,Private room,87.0,14,9,2019-01-15,0.52,1,151
102167,Entire home/apt in Greenpoint,194289,Maria,Brooklyn,Greenpoint,40.68702,-73.92652,Entire home/apt,141.0,7,4,2019-03-15,0.0,1,51
102168,Entire home/apt in Harlem,893849,John,Manhattan,Harlem,40.78632,-73.98621,Entire home/apt,203.0,2,8,2019-06-15,0.3,1,19
102169,Private room in Greenpoint,310060,Sara,Brooklyn,Greenpoint,40.68524,-73.90374,Private room,81.0,1,5,2019-05-15,0.32,1,155
102170,Entire home/apt in Hell's Kitchen,491662,Chen,Manhattan,Hell's Kitchen,40.79632,-74.00801,Entire home/apt,195.0,1,11,2019-02-15,0.71,1,221
102171,Private room in Flatbush,847413,Fatima,Brooklyn,Flatbush,40.66092,-73.90624,Private room,85.0,1,12,2019-07-15,0.0,1,75
102172,Entire home/apt in East Village,167183,Alex,Manhattan,East Village,40.75715,-73.95038,Entire home/apt,182.0,2,6,2019-07-15,0.58,2,150
102173,Entire home/apt in Tompkinsville,118190,Maria,Staten Island,Tompkinsville,40.58761,-74.1867,Entire home/apt,54.0,2,6,2019-01-15,0.0,2,0
102174,Entire home/apt in Upper East Side,861656,Priya,Manhattan,Upper East Side,40.74625,-73.94346,Entire home/apt,288.0,1,6,2019-06-15,0.0,1,166
102175,Private room in Chelsea,620596,Miguel,Manhattan,Chelsea,40.76477,-73.96277,Private room,193.0,1,6,2019-06-15,0.16,1,167
102176,Private room in Chelsea,163929,David,Manhattan,Chelsea,40.81048,-73.91422,Private room,106.0,1,11,2019-08-15,0.22,2,85
102177,Entire home/apt in East Village,426030,Alex,Manhattan,East Village,40.79785,-73.98305,Entire home/apt,143.0,4,7,2019-07-15,0.65,1,241
102178,Private room in Park Slope,811709,Priya,Brooklyn,Park Slope,40.66475,-73.91128,Private room,50.0,2,11,2019-02-15,0.68,2,125
102179,Private room in Hell's Kitchen,274473,Alex,Manhattan,Hell's Kitchen,40.78019,-73.95879,Private room,115.0,1,9,2019-01-15,0.0,3,31
102180,Entire home/apt in Harlem,122780,Priya,Manhattan,Harlem,40.79314,-73.94471,Entire home/apt,189.0,7,5,2019-01-15,0.0,1,232
102181,Entire home/apt in Bedford-Stuyvesant,656642,Sara,Brooklyn,Bedford-Stuyvesant,40.67591,-73.95638,Entire home/apt,100.0,14,3,2019-01-15,0.11,1,229
102182,Private room in Astoria,415533,Maria,Queens,Astoria,40.74929,-73.74071,Private room,34.0,7,14,2019-05-15,0.54,1,264
102183,Entire home/apt in Ridgewood,345887,Sara,Queens,Ridgewood,40.74762,-73.79142,Entire home/apt,70.0,3,8,2019-02-15,0.73,2,274
102184,Entire home/apt in Bushwick,296901,Sara,Brooklyn,Bushwick,40.67489,-73.94689,Entire home/apt,143.0,1,3,2019-05-15,0.23,1,192
102185,Entire home/apt in Hell's Kitchen,761379,David,Manhattan,Hell's Kitchen,40.79497,-73.99961,Entire home/apt,251.0,1,4,2019-03-15,0.0,1,316
102186,Entire home/apt in Upper East Side,134709,David,Manhattan,Upper East Side,40.7948,-74.05838,Entire home/apt,191.0,1,3,2019-01-15,0.55,1,331
102187,Entire home/apt in Long Island City,136561,Fatima,Queens,Long Island City,40.75165,-73.78135,Entire home/apt,144.0,1,11,2019-07-15,0.59,1,227
102188,Entire home/apt in Flushing,993581,Fatima,Queens,Flushing,40.74233,-73.7423,Entire home/apt,71.0,3,26,2019-06-15,1.5,3,148
102189,Shared room in Harlem,540905,David,Manhattan,Harlem,40.77605,-73.90131,Shared room,50.0,1,16,2019-06-15,0.31,1,298
102190,Private room in Park Slope,433323,Priya,Brooklyn,Park Slope,40.67904,-73.93049,Private room,73.0,1,5,2019-03-15,0.56,1,124
102191,Entire home/apt in Long Island City,418184,David,Queens,Long Island City,40.73212,-73.81332,Entire home/apt,63.0,2,13,2019-07-15,0.16,3,259
102192,Private room in Park Slope,293034,Maria,Brooklyn,Park Slope,40.66,-73.92248,Private room,70.0,3,0,,,2,227
102193,Entire home/apt in Williamsburg,649294,John,Brooklyn,Williamsburg,40.62976,-73.93844,Entire home/apt,168.0,1,8,2019-03-15,0.99,3,268
102194,Entire home/apt in Chelsea,176827,Miguel,Manhattan,Chelsea,40.76121,-73.97615,Entire home/apt,152.0,3,2,2019-08-15,0.08,4,279
102195,Entire home/apt in Bedford-Stuyvesant,851317,Sara,Brooklyn,Bedford-Stuyvesant,40.71004,-73.94135,Entire home/apt,166.0,3,3,2019-05-15,0.0,1,54
102196,Entire home/apt in Flushing,430717,Miguel,Queens,Flushing,40.78359,-73.77101,Entire home/apt,111.0,3,9,2019-02-15,0.12,3,0
102197,Entire home/apt in Flatbush,576394,Miguel,Brooklyn,Flatbush,40.68525,-73.94972,Entire home/apt,121.0,2,3,2019-07-15,0.0,2,131
102198,Entire home/apt in Crown Heights,515741,Maria,Brooklyn,Crown Heights,40.65749,-74.02742,Entire home/apt,138.0,2,13,2019-06-15,1.27,5,81
102199,Entire home/apt in Park Slope,86365,Fatima,Brooklyn,Park Slope,40.66978,-73.96529,Entire home/apt,92.0,4,15,2019-02-15,1.14,4,79
102200,Shared room in Harlem,280995,Miguel,Manhattan,Harlem,40.83083,-73.98566,Shared room,37.0,7,10,2019-07-15,0.09,1,235
102201,Private room in Flushing,574179,Alex,Queens,Flushing,40.71552,-73.71778,Private room,61.0,1,2,2019-04-15,0.25,1,0
102202,Private room in Crown Heights,624838,Miguel,Brooklyn,Crown Heights,40.64535,-73.9168,Private room,61.0,30,4,2019-04-15,0.0,1,217
102203,Shared room in Flatbush,569478,Sara,Brooklyn,Flatbush,40.66223,-73.95449,Shared room,58.0,1,6,2019-06-15,0.0,3,197
102204,Private room in Greenpoint,373943,Fatima,Brooklyn,Greenpoint,40.67692,-73.91231,Private room,103.0,4,5,2019-06-15,0.14,2,257
102205,Entire home/apt in Chelsea,607932,Wei,Manhattan,Chelsea,40.75896,-73.95569,Entire home/apt,347.0,1,5,2019-06-15,0.0,1,0
102206,Entire home/apt in Riverdale,545734,David,Bronx,Riverdale,40.82561,-73.85007,Entire home/apt,79.0,7,6,2019-02-15,0.32,2,365
102207,Private room in Midtown,479082,Sara,Manhattan,Midtown,40.76689,-73.95793,Private room,150.0,7,4,2019-04-15,0.0,1,365
102208,Entire home/apt in Flatbush,362292,Wei,Brooklyn,Flatbush,40.68561,-73.95515,Entire home/apt,134.0,7,3,2019-01-15,0.24,3,15
102209,Entire home/apt in Flushing,13649,Fatima,Queens,Flushing,40.71659,-73.76564,Entire home/apt,82.0,1,8,2019-03-15,0.0,2,312
102210,Entire home/apt in Flatbush,423774,Alex,Brooklyn,Flatbush,40.68648,-73.93176,Entire home/apt,117.0,2,15,2019-05-15,0.05,1,336
102211,Entire home/apt in Ridgewood,884056,Chen,Queens,Ridgewood,40.75691,-73.78615,Entire home/apt,131.0,7,6,2019-03-15,0.08,3,112
102212,Entire home/apt in Park Slope,401152,John,Brooklyn,Park Slope,40.6652,-73.93731,Entire home/apt,155.0,1,7,2019-07-15,0.24,6,91
102213,Entire home/apt in Chelsea,513323,Alex,Manhattan,Chelsea,40.78163,-74.02045,Entire home/apt,169.0,3,3,2019-07-15,0.0,1,164
102214,Entire home/apt in Upper West Side,705983,David,Manhattan,Upper West Side,40.78005,-73.95355,Entire home/apt,217.0,14,10,2019-06-15,0.19,1,194
102215,Private room in Riverdale,367693,Maria,Bronx,Riverdale,40.85424,-73.89298,Private room,28.0,1,15,2019-01-15,0.36,2,156
102216,Entire home/apt in Flushing,995673,Fatima,Queens,Flushing,40.73624,-73.79988,Entire home/apt,64.0,3,5,2019-04-15,0.0,3,208
102217,Private room in Chelsea,201343,Chen,Manhattan,Chelsea,40.83891,-73.98916,Private room,187.0,3,18,2019-05-15,0.01,1,52
102218,Entire home/apt in Harlem,294914,Fatima,Manhattan,Harlem,40.74879,-73.90929,Entire home/apt,185.0,2,16,2019-04-15,0.45,2,221
102219,Entire home/apt in Harlem,791843,Maria,Manhattan,Harlem,40.76894,-73.95157,Entire home/apt,164.0,2,3,2019-02-15,0.0,3,111
102220,Private room in Flatbush,69139,Fatima,Brooklyn,Flatbush,40.67778,-73.9607,Private room,83.0,2,1,2019-06-15,0.0,3,198
102221,Entire home/apt in Chelsea,876313,Chen,Manhattan,Chelsea,40.77798,-73.96969,Entire home/apt,180.0,3,2,2019-02-15,0.13,4,82
